"Term","Synonym","UG/GR","Section Number","Subject","Course #","Section #","Crs Level","Course Type","Reg Restrictions","Bldg","Room","Section Title","Faculty Name (LFM)","Faculty Name 2 (LFM)","Sec Start Date","Meeting Start Date","Sec End Date","Meeting End Date","Start Time","End Time","Days","Sec Num Of Weeks ","Min Cred","Max Cred","Capacity","Enr Count","Wait","Depts","Divisions","College","Faculty Last Name","Faculty First Name","Instr Method","Sun","Mon","Tue","Wed","Thu","Fri","Sat","SEC.XLIST","SEC.FEE","Primary Section ","SEC.COMMENTS","SEC.PRINTED.COMMENTS","Academic Year","Term Sort No","Only Pass/NoPass","Allow Pass/NoPass","Bldg","Room","Start Date","End Date","Start Time","Start Time 24hr","End Time","End Time 24hr"
"2023SP","9332","UG","SPWR-1321-01","SPWR","1321","01","1","STND","LEVEL, SECOKENR","TBA","TBA*TBA","Varsity Men's Basketball","Talley, Kendre LaShone","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","1.00","0.00","0","0","","BUSI","BUSI","PROF (College Professional Studies)","Talley","Kendre","LEC","","","","","","","","","0.00","SPWR-1321-01","","","2022","3","N","N","TBA","TBA","2023-01-08","2023-04-27","","","",""
"2023SP","3186","UG","MUSC-1561-02","MUSC","1561","02","1","PML","LEVEL, SECOKENR","GC","GC*171","Cello","Tatge, Valorie P","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","1.00","0.00","0","0","","MUSIC","FPART","HBIBL (College of Humanities and Bible)","Tatge","Valorie","LEC","","","","","","","","","0.00","MUSC-1561-02","","","2022","3","N","N","GC","171","2023-01-08","2023-04-27","","","",""
"2023SP","3190","UG","MUSC-1562-02","MUSC","1562","02","1","PML","LEVEL, SECOKENR","GC","GC*171","Cello","Tatge, Valorie P","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","2.00","0.00","0","0","","MUSIC","FPART","HBIBL (College of Humanities and Bible)","Tatge","Valorie","LEC","","","","","","","","","0.00","MUSC-1562-02","","","2022","3","N","N","GC","171","2023-01-08","2023-04-27","","","",""
"2023SP","1489","UG","HBRW-1213-01","HBRW","1213","01","3","STND","LEVEL","WBC","WBC*120","Elementary Hebrew II","Testut, Grant E.","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 8:15 AM"," 11:00 AM","T","16","3.00","0.00","20","0","","BIBLE","BIBLE","HBIBL (College of Humanities and Bible)","Testut","Grant","LEC","","","Y","","","","","","0.00","HBRW-1213-01","","","2022","3","N","N","WBC","120","2023-01-08","2023-04-27"," 8:15 AM","08:15:00"," 11:00 AM","11:00:00"
"2023SP","1526","UG","BIBL-3353-01","BIBL","3353","01","4","STND, GENED","LEVEL","WBC","WBC*123","Historical Books of the Old Te","Testut, Grant E.","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 1:40 PM"," 2:30 PM","MWF","16","3.00","0.00","23","0","","BIBLE","BIBLE","HBIBL (College of Humanities and Bible)","Testut","Grant","LEC","","Y","","Y","","Y","","","0.00","BIBL-3353-01","","","2022","3","N","N","WBC","123","2023-01-08","2023-04-27"," 1:40 PM","13:40:00"," 2:30 PM","14:30:00"
"2023SP","8143","GR","HBRW-5123-01","HBRW","5123","01","5","STND","LEVEL","WBC","WBC*120","Elementary Hebrew II","Testut, Grant E.","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 8:15 AM"," 11:00 AM","T","16","3.00","0.00","10","0","","BIBLE","BIBLE","HBIBL (College of Humanities and Bible)","Testut","Grant","LEC","","","Y","","","","","","0.00","HBRW-5123-01","","","2022","3","N","N","WBC","120","2023-01-08","2023-04-27"," 8:15 AM","08:15:00"," 11:00 AM","11:00:00"
"2023SP","1527","GR","GREK-5213-01","GREK","5213","01","5","","LEVEL","WBC","WBC*120","Selected Greek Reading/Gospels","Testut, Grant E.","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 11:40 AM"," 12:30 PM","MWF","16","3.00","0.00","5","0","","BIBLE","BIBLE","HBIBL (College of Humanities and Bible)","Testut","Grant","LEC","","Y","","Y","","Y","","","0.00","GREK-5213-01","","","2022","3","N","N","WBC","120","2023-01-08","2023-04-27"," 11:40 AM","11:40:00"," 12:30 PM","12:30:00"
"2023SP","1602","GR","BIBL-5603-01","BIBL","5603","01","5","STND","LEVEL","","*","Intro to Ot Theology","Testut, Grant E.","","2023-01-08","2023-01-08","2023-03-03","2023-03-03","","","","8","3.00","0.00","20","0","","BIBLE","BIBLE","HBIBL (College of Humanities and Bible)","Testut","Grant","WEB","","","","","","","","","0.00","BIBL-5603-01","","","2022","3","N","N","","","2023-01-08","2023-03-03","","","",""
"2023SP","6894","UG","ARTS-2133-01","ARTS","2133","01","2","STND","LEVEL","VH","VH*100","Intro to Game Technology","Thomas, Skyler B","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 3:00 PM"," 5:15 PM","TTH","16","3.00","0.00","20","0","","ARDS","FPART","HBIBL (College of Humanities and Bible)","Thomas","Skyler","LEC","","","Y","","Y","","","","0.00","ARTS-2133-01","","","2022","3","N","N","VH","100","2023-01-08","2023-04-27"," 3:00 PM","15:00:00"," 5:15 PM","17:15:00"
"2023SP","6886","UG","ARTS-2743-01","ARTS","2743","01","2","STND","LEVEL","GC","GC*135","3D Modeling I","Thomas, Skyler B","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 12:40 PM"," 2:55 PM","TTH","16","3.00","0.00","20","0","","ARDS","FPART","HBIBL (College of Humanities and Bible)","Thomas","Skyler","LEC","","","Y","","Y","","","","0.00","ARTS-2743-01","","","2022","3","N","N","GC","135","2023-01-08","2023-04-27"," 12:40 PM","12:40:00"," 2:55 PM","14:55:00"
"2023SP","6887","UG","ARTS-2743-02","ARTS","2743","02","2","STND","LEVEL","GC","GC*135","3D Modeling I","Thomas, Skyler B","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 3:00 PM"," 5:15 PM","MW","16","3.00","0.00","22","0","","ARDS","FPART","HBIBL (College of Humanities and Bible)","Thomas","Skyler","LEC","","Y","","Y","","","","","0.00","ARTS-2743-02","","","2022","3","N","N","GC","135","2023-01-08","2023-04-27"," 3:00 PM","15:00:00"," 5:15 PM","17:15:00"
"2023SP","2304","UG","ARTS-4841-01","ARTS","4841","01","3, 4","IS","LEVEL","TBA","TBA*TBA","Gaming & Animation Internship","Thomas, Skyler B","Romeo, Kelly D","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","1.00","0.00","0","0","","ARDS","FPART","HBIBL (College of Humanities and Bible)","Thomas","Skyler","INT","","","","","","","","","0.00","ARTS-4841-01","","","2022","3","N","N","TBA","TBA","2023-01-08","2023-04-27","","","",""
"2023SP","9931","UG","ARTS-3423-91","ARTS","3423","91","3","INT","LEVEL, SECOKENR","","*","History of Animation","Thomas, Skyler B","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 9:00 AM"," 9:50 AM","MWF","16","3.00","0.00","0","0","","ARDS","FPART","HBIBL (College of Humanities and Bible)","Thomas","Skyler","WEB","","Y","","Y","","Y","","","0.00","ARTS-3423-91","","","2022","3","N","N","","","2023-01-08","2023-04-27"," 9:00 AM","09:00:00"," 9:50 AM","09:50:00"
"2023SP","5542","UG","ENGL-1113-01","ENGL","1113","01","1","STND","LEVEL, SECOKENR","LC","LC*238","English Comp I","Thornton, Hiroka Kajiyama","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 10:00 AM"," 10:50 AM","MWF","16","3.00","0.00","25","0","","LALT","LLC","HBIBL (College of Humanities and Bible)","Thornton","Hiroka","LEC","","Y","","Y","","Y","","","0.00","ENGL-1113-01","","","2022","3","N","N","LC","238","2023-01-08","2023-04-27"," 10:00 AM","10:00:00"," 10:50 AM","10:50:00"
"2023SP","1694","UG","ENGL-1113-01M","ENGL","1113","01M","1","STND, GENED, COREU","LEVEL","LC","LC*258","English Comp I","Thornton, Hiroka Kajiyama","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 11:40 AM"," 12:30 PM","MWF","16","3.00","0.00","25","0","","LALT","LLC","HBIBL (College of Humanities and Bible)","Thornton","Hiroka","LEC","","Y","","Y","","Y","","","0.00","ENGL-1113-01M","","","2022","3","N","N","LC","258","2023-01-08","2023-04-27"," 11:40 AM","11:40:00"," 12:30 PM","12:30:00"
"2023SP","8224","UG","ARTS-2133-02","ARTS","2133","02","2","STND","LEVEL","VH","VH*100","Intro to Game Technology","Touchstone, Jacob Tanner","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 8:30 AM"," 10:45 AM","TTH","16","3.00","0.00","20","0","","ARDS","FPART","HBIBL (College of Humanities and Bible)","Touchstone","Jacob","LEC","","","Y","","Y","","","","0.00","ARTS-2133-02","","","2022","3","N","N","VH","100","2023-01-08","2023-04-27"," 8:30 AM","08:30:00"," 10:45 AM","10:45:00"
"2023SP","8221","UG","ARTS-2753-01","ARTS","2753","01","2","STND","LEVEL","GC","GC*135","Text, Rend, & Lighting","Touchstone, Jacob Tanner","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 3:00 PM"," 5:15 PM","TTH","16","3.00","0.00","24","0","","ARDS","FPART","HBIBL (College of Humanities and Bible)","Touchstone","Jacob","LEC","","","Y","","Y","","","","0.00","ARTS-2753-01","","","2022","3","N","N","GC","135","2023-01-08","2023-04-27"," 3:00 PM","15:00:00"," 5:15 PM","17:15:00"
"2023SP","1685","UG","GMIN-4823-01","GMIN","4823","01","4","STND","LEVEL","WBC","WBC*125","Ss: Planning and Design of Wor","Vanderzee, Brett Austin","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 9:30 AM"," 10:04 AM","TTH","16","3.00","0.00","25","0","","BIBLE","BIBLE","HBIBL (College of Humanities and Bible)","Vanderzee","Brett","LEC","","","Y","","Y","","","","0.00","GMIN-4823-01","","","2022","3","N","N","WBC","125","2023-01-08","2023-04-27"," 9:30 AM","09:30:00"," 10:04 AM","10:04:00"
"2023SP","3059","UG","CENG-3213-01","CENG","3213","01","3","STND","LEVEL, SECOKENR","NSW","NSW*205","Computer Systems","Waldo, David Jon","","2023-01-08","2023-01-08, 2023-01-08","2023-04-27","2023-04-27, 2023-04-27"," 8:00 AM,  8:00 AM"," 8:50 AM,  10:50 AM","M W FT","16","3.00","0.00","19","0","","ECE","ENGCS","PROF (College Professional Studies)","Waldo","David","LEC, LAB",", ","Y, ",", Y","Y, ",", ","Y, ",", ","","0.00","CENG-3213-01","","","2022","3","N","N","NSW, NSW","205, 205","2023-01-08, 2023-01-08","2023-04-27, 2023-04-27"," 8:00 AM,  8:00 AM","08:00:00, 08:00:00"," 8:50 AM,  10:50 AM","08:50:00, 10:50:00"
"2023SP","3066","UG","ELEC-3523-01","ELEC","3523","01","3, 4","STND","LEVEL, SECOKENR","HSH","HSH*206","Digital Signal Processing","Waldo, David Jon","","2023-01-08","2023-01-08, 2023-01-08","2023-04-27","2023-04-27, 2023-04-27"," 12:40 PM,  2:40 PM"," 1:30 PM,  5:30 PM","M W FT","16","3.00","0.00","20","0","","ECE","ENGCS","PROF (College Professional Studies)","Waldo","David","LEC, LAB",", ","Y, ",", Y","Y, ",", ","Y, ",", ","","0.00","ELEC-3523-01","","","2022","3","N","N","HSH, HSH","206, 206","2023-01-08, 2023-01-08","2023-04-27, 2023-04-27"," 12:40 PM,  2:40 PM","12:40:00, 14:40:00"," 1:30 PM,  5:30 PM","13:30:00, 17:30:00"
"2023SP","3673","UG","ENGR-2123-01","ENGR","2123","01","1","STND","LEVEL, SECOKENR","HSH","HSH*206","ECE Mathematics II","Waldo, David Jon","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 9:00 AM"," 9:50 AM","MWF","16","3.00","0.00","24","0","","ENGR","ENGCS","PROF (College Professional Studies)","Waldo","David","LEC","","Y","","Y","","Y","","","0.00","ENGR-2123-01","","","2022","3","N","N","HSH","206","2023-01-08","2023-04-27"," 9:00 AM","09:00:00"," 9:50 AM","09:50:00"
"2023SP","6460","GR","ENGR-5203-01","ENGR","5203","01","5","STND","LEVEL","HSH","HSH*206","Systems Engineering","Waldo, David Jon","","2023-01-08","2023-01-08","2023-03-03","2023-03-03"," 6:00 PM"," 7:30 PM","M","8","3.00","0.00","19","0","","ENGR","ENGCS","PROF (College Professional Studies)","Waldo","David","LEC","","Y","","","","","","2487","0.00","ENGR-5203-01","","","2022","3","N","N","HSH","206","2023-01-08","2023-03-03"," 6:00 PM","18:00:00"," 7:30 PM","19:30:00"
"2023SP","6374","GR","ENGR-5203-91","ENGR","5203","91","5","INT","LEVEL","","*","Systems Engineering","Waldo, David Jon","","2023-03-06","2023-03-06","2023-04-27","2023-04-27","","","","8","3.00","0.00","15","0","","ENGR","ENGCS","PROF (College Professional Studies)","Waldo","David","WEB","","","","","","","","2487","0.00","ENGR-5203-01","**CLASSMERGE:ENGR-5203-01","","2022","3","N","N","","","2023-03-06","2023-04-27","","","",""
"2023SP","","UG","SPAN-1113-01","SPAN","1113","01","1","STND","LEVEL, SECOKENR","LC","LC*258","Basic Spanish I","Ware, Tina L","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 9:00 AM"," 9:50 AM","MWF","16","3.00","0.00","20","0","","LALT","LLC","HBIBL (College of Humanities and Bible)","Ware","Tina","LEC","","Y","","Y","","Y","","","0.00","SPAN-1113-01","","","2022","3","N","N","LC","258","2023-01-08","2023-04-27"," 9:00 AM","09:00:00"," 9:50 AM","09:50:00"
"2023SP","","UG","SPAN-1213-01","SPAN","1213","01","1","STND","LEVEL, SECOKENR","LC","LC*237","Basic Spanish II","Ware, Tina L","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 10:00 AM"," 10:50 AM","MWF","16","3.00","0.00","12","0","","LALT","LLC","HBIBL (College of Humanities and Bible)","Ware","Tina","LEC","","Y","","Y","","Y","","","0.00","SPAN-1213-01","","","2022","3","N","N","LC","237","2023-01-08","2023-04-27"," 10:00 AM","10:00:00"," 10:50 AM","10:50:00"
"2023SP","3305","UG","SPAN-2123-01","SPAN","2123","01","2","STND","LEVEL, SECOKENR","LC","LC*237","Intermediate Spanish II","Ware, Tina L","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 12:40 PM"," 1:30 PM","MWF","16","3.00","0.00","12","0","","LALT","LLC","HBIBL (College of Humanities and Bible)","Ware","Tina","LEC","","Y","","Y","","Y","","","0.00","SPAN-2123-01","","","2022","3","N","N","LC","237","2023-01-08","2023-04-27"," 12:40 PM","12:40:00"," 1:30 PM","13:30:00"
"2023SP","5731","UG","SPAN-4711-01","SPAN","4711","01","4","STND","LEVEL, SECOKENR","TBA","TBA*TBA","Spanish Immersion Lab","Ware, Tina L","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","1.00","0.00","15","0","","LALT","LLC","HBIBL (College of Humanities and Bible)","Ware","Tina","LEC","","","","","","","","","0.00","SPAN-4711-01","","","2022","3","N","N","TBA","TBA","2023-01-08","2023-04-27","","","",""
"2023SP","1612","UG","SPAN-4213-01","SPAN","4213","01","4","STND","LEVEL","LC","LC*249","Studies Latin American Literat","Ware, Tina L","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 9:30 AM"," 10:45 AM","TTH","16","3.00","0.00","25","0","","LALT","LLC","HBIBL (College of Humanities and Bible)","Ware","Tina","LEC","","","Y","","Y","","","","0.00","SPAN-4213-01","","","2022","3","N","N","LC","249","2023-01-08","2023-04-27"," 9:30 AM","09:30:00"," 10:45 AM","10:45:00"
"2023SP","3176","UG","MUSC-1541-04","MUSC","1541","04","1","PML","LEVEL, SECOKENR","GC","GC*171","Oboe","Warlick, Gerald F","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","1.00","0.00","0","0","","MUSIC","FPART","HBIBL (College of Humanities and Bible)","Warlick","Gerald","LEC","","","","","","","","","0.00","MUSC-1541-04","","","2022","3","N","N","GC","171","2023-01-08","2023-04-27","","","",""
"2023SP","3181","UG","MUSC-1542-04","MUSC","1542","04","1","PML","LEVEL, SECOKENR","GC","GC*171","Oboe","Warlick, Gerald F","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","2.00","0.00","0","0","","MUSIC","FPART","HBIBL (College of Humanities and Bible)","Warlick","Gerald","LEC","","","","","","","","","0.00","MUSC-1542-04","","","2022","3","N","N","GC","171","2023-01-08","2023-04-27","","","",""
"2023SP","9249","UG","COMM-1361-01","COMM","1361","01","1","STND","LEVEL, COMM","GC","GC*118","Media Practicum: Pub Relations","Watson, Joshua T","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 12:40 PM"," 1:10 PM","W","16","1.00","0.00","25","0","","COMM","LLC","HBIBL (College of Humanities and Bible)","Watson","Joshua","PRA","","","","Y","","","","","0.00","COMM-1361-01","","","2022","3","N","N","GC","118","2023-01-08","2023-04-27"," 12:40 PM","12:40:00"," 1:10 PM","13:10:00"
"2023SP","0597","UG","COMM-2043-01","COMM","2043","01","2","STND","LEVEL","GC","GC*113","Managing Social Media","Watson, Joshua T","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 9:00 AM"," 9:50 AM","MWF","16","3.00","0.00","30","0","","COMM","LLC","HBIBL (College of Humanities and Bible)","Watson","Joshua","LEC","","Y","","Y","","Y","","","0.00","COMM-2043-01","","","2022","3","N","N","GC","113","2023-01-08","2023-04-27"," 9:00 AM","09:00:00"," 9:50 AM","09:50:00"
"2023SP","0600","UG","COMM-3361-01","COMM","3361","01","3","PRAC","LEVEL","GC","GC*118","Adv Media Practicum: Pub Rel","Watson, Joshua T","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 12:40 PM"," 1:30 PM","W","16","1.00","0.00","20","0","","COMM","LLC","HBIBL (College of Humanities and Bible)","Watson","Joshua","PRA","","","","Y","","","","","0.00","COMM-3361-01","","","2022","3","N","N","GC","118","2023-01-08","2023-04-27"," 12:40 PM","12:40:00"," 1:30 PM","13:30:00"
"2023SP","1546","UG","COMM-2813-01","COMM","2813","01","2","STND","LEVEL","GC","GC*108","Social Media and Adv. Principl","Watson, Joshua T","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 1:40 PM"," 2:30 PM","MWF","16","3.00","0.00","25","0","","COMM","LLC","HBIBL (College of Humanities and Bible)","Watson","Joshua","LEC","","Y","","Y","","Y","","","0.00","COMM-2813-01","","","2022","3","N","N","GC","108","2023-01-08","2023-04-27"," 1:40 PM","13:40:00"," 2:30 PM","14:30:00"
"2023SP","1550","UG","COMM-4663-01","COMM","4663","01","4","STND","LEVEL","GC","GC*106","PR & Social Media Analytics","Watson, Joshua T","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 1:10 PM"," 2:25 PM","TTH","16","3.00","0.00","25","0","","COMM","LLC","HBIBL (College of Humanities and Bible)","Watson","Joshua","LEC","","","Y","","Y","","","","0.00","COMM-4663-01","","","2022","3","N","Y","GC","106","2023-01-08","2023-04-27"," 1:10 PM","13:10:00"," 2:25 PM","14:25:00"
"2023SP","6916","UG","ENGR-2313-01","ENGR","2313","01","2","STND","LEVEL, SECOKENR","PEC","PEC*102","Statics","Whiteman, Debra Dawn","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 12:40 PM"," 1:30 PM","MWF","16","3.00","0.00","30","0","","ENGR","ENGCS","PROF (College Professional Studies)","Whiteman","Debra","LEC","","Y","","Y","","Y","","","0.00","ENGR-2313-01","","","2022","3","N","N","PEC","102","2023-01-08","2023-04-27"," 12:40 PM","12:40:00"," 1:30 PM","13:30:00"
"2023SP","9283","UG","MECH-4153-01","MECH","4153","01","4","STND","LEVEL, SECOKENR","PEC","PEC*102","Prin of Additive Manufacturing","Whiteman, Debra Dawn","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 6:00 PM"," 7:30 PM","TH","16","3.00","0.00","15","0","","MECH","ENGCS","PROF (College Professional Studies)","Whiteman","Debra","LEC","","","","","Y","","","2503","0.00","MECH-4153-01","**CLASSMERGE:MECH-5153-01","","2022","3","N","N","PEC","102","2023-01-08","2023-04-27"," 6:00 PM","18:00:00"," 7:30 PM","19:30:00"
"2023SP","3527","UG","MECH-4213-01","MECH","4213","01","4","STND","LEVEL, SECOKENR","HSH","HSH*207","Machine Design","Whiteman, Debra Dawn","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 8:00 AM"," 8:50 AM","MWF","16","3.00","0.00","33","0","","MECH","ENGCS","PROF (College Professional Studies)","Whiteman","Debra","LEC","","Y","","Y","","Y","","","0.00","MECH-4213-01","**CLASSMERGE:MECH-5213-01","","2022","3","N","N","HSH","207","2023-01-08","2023-04-27"," 8:00 AM","08:00:00"," 8:50 AM","08:50:00"
"2023SP","9284","GR","MECH-5153-01","MECH","5153","01","5","STND","LEVEL","PEC","PEC*102","Prin of Additive Manufacturing","Whiteman, Debra Dawn","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 6:00 PM"," 7:30 PM","TH","16","3.00","0.00","11","0","","MECH","ENGCS","PROF (College Professional Studies)","Whiteman","Debra","LEC","","","","","Y","","","2503","0.00","MECH-4153-01","","","2022","3","N","N","PEC","102","2023-01-08","2023-04-27"," 6:00 PM","18:00:00"," 7:30 PM","19:30:00"
"2023SP","9860","GR","MGMT-5613-93","MGMT","5613","93","5","INT","LEVEL","","*","Leader Effectiveness","Wilson, Brenda Gayle","Simmons, Jeffery Alan","2023-03-06","2023-03-06","2023-04-27","2023-04-27","","","","8","3.00","0.00","25","0","","BUSI","BUSI","PROF (College Professional Studies)","Wilson","Brenda","WEB","","","","","","","","","0.00","MGMT-5613-93","","","2022","3","N","N","","","2023-03-06","2023-04-27","","","",""
"2023SP","1531","GR","HMSC-5033-91","HMSC","5033","91","5","INT","LEVEL","","*","Dev & Diversity Across Lifespa","Winn, Tina Dawn","","2023-01-06","2023-01-06","2023-02-28","2023-02-28","","","","8","3.00","0.00","0","0","","BASS","EBASS","HBIBL (College of Humanities and Bible)","Winn","Tina","WEB","","","","","","","","","0.00","HMSC-5033-91","","","2022","3","N","Y","","","2023-01-06","2023-02-28","","","",""
"2023SP","1564","UG","PSYC-1113-90","PSYC","1113","90","1","STND, GENED","LEVEL","","*","General Psychology I","Winn, Tina Dawn","","2023-03-06","2023-03-06","2023-04-27","2023-04-27","","","","8","3.00","0.00","15","0","","BASS","EBASS","HBIBL (College of Humanities and Bible)","Winn","Tina","WEB","","","","","","","","","0.00","PSYC-1113-90","","","2022","3","N","N","","","2023-03-06","2023-04-27","","","",""
